Rk,Player,Pos,Squad,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
761,Enner Valencia,"FW,MF",ec Ecuador,32,1989,3,255,85,94.4,2.8,3,85,1,0,,0,1.33,4,3,+1,+0.35,+0.35,3.6,2.5,+1.1,+0.38,-0.20,Matches
762,Federico Valverde,MF,uy Uruguay,23,1998,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,2,2,0,0.00,,3.7,3.5,+0.1,+0.05,,Matches
763,Virgil van Dijk,DF,nl Netherlands,30,1991,5,480,96,100.0,5.3,5,96,5,0,,0,2.20,10,4,+6,+1.13,,4.6,6.1,-1.5,-0.29,-0.29,Matches
764,Hans Vanaken,MF,be Belgium,29,1992,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
765,Raphaël Varane,DF,fr France,29,1993,6,518,86,78.5,5.8,6,86,3,0,,1,2.17,10,7,+3,+0.52,-2.65,7.1,9.0,-2.0,-0.34,-4.04,Matches
766,Guillermo Varela,DF,uy Uruguay,29,1993,3,183,61,67.8,2.0,2,90,2,1,3,0,1.33,2,2,0,0.00,0.00,3.1,3.0,+0.2,+0.08,+0.08,Matches
767,Ruben Vargas,FW,ch Switzerland,23,1998,4,285,71,79.2,3.2,4,71,0,0,,0,1.50,5,6,-1,-0.32,+3.28,4.9,4.3,+0.6,+0.18,+0.47,Matches
768,Johan Vásquez,DF,mx Mexico,23,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
769,Matías Vecino,MF,uy Uruguay,30,1991,3,195,65,72.2,2.2,2,69,0,1,57,0,1.33,0,1,-1,-0.46,-1.66,1.6,1.7,0.0,-0.01,-0.22,Matches
770,Alexis Vega,FW,mx Mexico,24,1997,3,193,64,71.5,2.1,3,64,0,0,,0,1.33,0,1,-1,-0.47,-0.47,1.9,1.3,+0.7,+0.31,+0.02,Matches
771,Miloš Veljković,DF,rs Serbia,26,1995,3,221,74,81.9,2.5,3,74,1,0,,0,0.33,5,8,-3,-1.22,-1.22,3.0,6.2,-3.2,-1.30,+0.09,Matches
772,Johan Venegas,"FW,MF",cr Costa Rica,33,1988,1,73,73,27.0,0.8,1,73,0,0,,2,0.00,2,2,0,0.00,+3.65,1.3,3.0,-1.7,-2.11,+1.08,Matches
773,Jordan Veretout,MF,fr France,29,1993,1,62,62,9.4,0.7,1,62,0,0,,6,0.00,0,1,-1,-1.45,-2.81,0.2,0.5,-0.3,-0.44,-1.07,Matches
774,Jan Vertonghen,DF,be Belgium,35,1987,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
775,Domagoj Vida,"DF,MF",hr Croatia,33,1989,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
776,Matías Viña,DF,uy Uruguay,24,1997,2,17,9,6.3,0.2,0,,0,2,9,1,0.50,0,1,-1,-5.29,-5.65,0.2,1.0,-0.8,-4.38,-4.73,Matches
777,Vitinha,MF,pt Portugal,22,2000,3,120,40,26.7,1.3,1,81,0,2,20,2,1.00,2,1,+1,+0.75,-0.61,1.8,1.7,0.0,+0.03,-0.30,Matches
778,Steven Vitória,DF,ca Canada,35,1987,3,270,90,100.0,3.0,3,90,3,0,,0,0.00,2,7,-5,-1.67,,4.2,3.9,+0.3,+0.11,,Matches
779,Dušan Vlahović,FW,rs Serbia,22,2000,2,79,40,29.3,0.9,1,54,0,1,25,1,0.00,2,4,-2,-2.28,-1.81,1.2,2.1,-0.9,-0.98,+0.47,Matches
780,Nikola Vlašić,"FW,MF",hr Croatia,24,1997,6,209,35,30.3,2.3,1,45,0,5,33,1,1.50,2,2,0,0.00,-0.19,2.5,3.3,-0.7,-0.43,+0.13,Matches
781,Stefan de Vrij,DF,nl Netherlands,30,1992,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
782,Danny Vukovic,GK,au Australia,37,1985,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
783,Mohammed Waad,"MF,DF",qa Qatar,22,1999,2,28,14,10.4,0.3,0,,0,2,14,1,0.00,0,1,-1,-3.21,-1.35,0.2,0.3,-0.1,-0.17,+0.60,Matches
784,Kyle Walker,DF,eng England,32,1990,3,236,79,52.4,2.6,3,79,2,0,,2,2.00,6,2,+4,+1.53,-0.58,4.6,1.9,+2.8,+1.05,+0.27,Matches
785,Danny Ward,GK,wls Wales,28,1993,2,94,47,34.8,1.0,1,90,1,1,4,1,0.00,0,5,-5,-4.79,-4.79,0.4,2.9,-2.5,-2.35,-2.65,Matches
786,Daniel Wass,"DF,MF",dk Denmark,33,1989,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
787,Kendall Waston,DF,cr Costa Rica,34,1988,3,225,75,83.3,2.5,2,90,2,1,45,0,1.00,3,8,-5,-2.00,+4.00,1.4,7.7,-6.2,-2.49,+2.46,Matches
788,Joel Waterman,DF,ca Canada,26,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
789,Timothy Weah,FW,us United States,22,2000,4,316,79,87.8,3.5,4,79,0,0,,0,1.25,2,3,-1,-0.28,-0.28,3.4,2.6,+0.8,+0.23,+2.51,Matches
790,Wout Weghorst,FW,nl Netherlands,29,1992,4,64,16,13.3,0.7,0,,0,4,16,1,2.00,2,0,+2,+2.81,+1.95,0.5,0.6,-0.1,-0.40,-0.13,Matches
791,Wéverton,GK,br Brazil,34,1987,1,11,11,2.3,0.1,0,,0,1,11,4,3.00,0,0,0,0.00,-0.96,0.3,0.1,+0.2,+1.71,-0.16,Matches
792,Ben White,DF,eng England,24,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
793,Silvan Widmer,DF,ch Switzerland,29,1993,3,265,88,73.6,2.9,3,88,2,0,,0,2.00,4,3,+1,+0.34,+5.08,4.4,2.8,+1.6,+0.55,+1.79,Matches
794,Mateusz Wieteska,DF,pl Poland,25,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
795,Iñaki Williams,FW,gh Ghana,27,1994,3,270,90,100.0,3.0,3,90,3,0,,0,1.00,5,7,-2,-0.67,,3.5,5.4,-1.8,-0.66,-2.61,Matches
796,Jonny Williams,"FW,MF",wls Wales,28,1993,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
797,Neco Williams,DF,wls Wales,21,2001,3,204,68,75.6,2.3,3,68,1,0,,0,0.33,0,3,-3,-1.32,+1.40,1.5,2.7,-1.2,-0.53,+0.37,Matches
798,Nico Williams,FW,es Spain,19,2002,4,146,37,37.4,1.6,1,56,0,3,30,0,1.25,4,3,+1,+0.62,-1.23,2.0,2.6,-0.6,-0.38,-1.61,Matches
799,Callum Wilson,FW,eng England,30,1992,2,48,24,10.7,0.5,0,,0,2,24,3,3.00,2,1,+1,+1.87,+0.08,1.9,1.2,+0.7,+1.28,+0.40,Matches
800,Harry Wilson,"MF,FW",wls Wales,25,1997,3,160,53,59.3,1.8,2,73,0,1,14,0,0.33,1,1,0,0.00,+4.09,2.3,2.4,-0.2,-0.09,+1.31,Matches
801,Roan Wilson,MF,cr Costa Rica,20,2002,1,1,1,0.4,0.0,0,,0,1,1,2,0.00,0,0,0,0.00,+2.68,0.0,0.5,-0.5,-46.61,-43.87,Matches
802,Jonas Wind,FW,dk Denmark,23,1999,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
803,Axel Witsel,MF,be Belgium,33,1989,3,270,90,100.0,3.0,3,90,3,0,,0,1.33,1,2,-1,-0.33,,4.7,4.6,+0.2,+0.05,,Matches
804,Jeong Woo-yeong,MF,kr Korea Republic,22,1999,1,45,45,12.5,0.5,1,45,0,0,,3,0.00,0,2,-2,-4.00,-3.71,0.4,1.2,-0.8,-1.66,-1.18,Matches
805,Jung Woo-young,MF,kr Korea Republic,32,1989,4,303,76,84.2,3.4,4,76,2,0,,0,1.00,4,8,-4,-1.19,-2.77,3.9,6.3,-2.4,-0.70,-0.47,Matches
806,Christopher Wooh,DF,cm Cameroon,20,2001,1,90,90,33.3,1.0,1,90,1,0,,2,3.00,1,0,+1,+1.00,+1.50,0.5,2.5,-2.0,-1.99,-1.80,Matches
807,David Wotherspoon,MF,ca Canada,32,1990,1,15,15,5.6,0.2,0,,0,1,15,2,0.00,0,0,0,0.00,+1.76,0.0,0.0,0.0,0.00,-0.12,Matches
808,Bailey Wright,DF,au Australia,29,1992,1,17,17,4.7,0.2,0,,0,1,17,3,3.00,0,0,0,0.00,+0.52,0.0,0.2,-0.2,-0.87,+0.37,Matches
809,Haji Wright,FW,us United States,24,1998,4,137,34,38.1,1.5,1,82,0,3,18,0,1.25,1,2,-1,-0.66,-0.66,1.4,2.8,-1.4,-0.94,-1.40,Matches
810,Granit Xhaka,MF,ch Switzerland,29,1992,4,360,90,100.0,4.0,4,90,4,0,,0,1.50,5,9,-4,-1.00,,5.6,5.3,+0.3,+0.08,,Matches
811,Miki Yamane,"DF,MF",jp Japan,28,1993,1,61,61,15.6,0.7,1,61,0,0,,3,0.00,0,0,0,0.00,-0.27,0.4,0.0,+0.3,+0.48,+0.75,Matches
812,Mohammed Al Yami,GK,sa Saudi Arabia,24,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
813,Jawad El Yamiq,DF,ma Morocco,30,1992,6,309,52,46.8,3.4,3,82,2,3,21,1,1.67,3,4,-1,-0.29,-0.80,4.1,4.0,+0.1,+0.04,+0.26,Matches
814,Taha Yassine Khenissi,FW,tn Tunisia,30,1992,2,29,15,10.7,0.3,0,,0,2,15,1,0.50,0,0,0,0.00,0.00,0.4,0.2,+0.2,+0.59,+0.85,Matches
815,DeAndre Yedlin,DF,us United States,28,1993,2,33,17,9.2,0.4,0,,0,2,17,2,0.50,1,2,-1,-2.73,-2.73,0.5,1.6,-1.1,-3.03,-3.25,Matches
816,Maya Yoshida,DF,jp Japan,33,1988,4,390,98,100.0,4.3,4,98,4,0,,0,1.75,5,4,+1,+0.23,,5.0,5.7,-0.7,-0.17,-0.17,Matches
817,Kim Young-gwon,DF,kr Korea Republic,32,1990,4,350,88,97.2,3.9,4,88,3,0,,0,1.00,4,8,-4,-1.03,-10.03,3.9,7.1,-3.2,-0.81,-6.52,Matches
818,Cho Yumin,FW,kr Korea Republic,25,1996,1,1,1,0.3,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,+0.75,0.0,0.0,0.0,0.00,+0.63,Matches
819,Denis Zakaria,MF,ch Switzerland,25,1996,2,59,30,16.4,0.7,0,,0,2,30,2,1.50,1,3,-2,-3.05,-2.45,1.1,0.9,+0.3,+0.44,+0.43,Matches
820,Nicola Zalewski,MF,pl Poland,20,2002,2,65,33,18.1,0.7,1,45,0,1,20,2,0.50,1,2,-1,-1.38,-1.08,1.0,0.6,+0.4,+0.58,+1.55,Matches
821,Andre-Frank Zambo Anguissa,MF,cm Cameroon,26,1995,3,260,87,96.3,2.9,3,87,2,0,,0,1.33,4,4,0,0.00,0.00,3.4,5.6,-2.3,-0.78,-0.04,Matches
822,Álvaro Zamora,MF,cr Costa Rica,20,2002,1,30,30,11.1,0.3,0,,0,1,30,2,0.00,0,3,-3,-9.00,-7.13,0.0,0.9,-0.9,-2.57,+0.37,Matches
823,Anass Zaroury,FW,ma Morocco,21,2000,1,27,27,4.1,0.3,0,,0,1,27,6,0.00,0,0,0,0.00,-0.14,0.4,0.3,+0.1,+0.40,+0.53,Matches
824,Piotr Zieliński,"MF,FW",pl Poland,28,1994,4,328,82,91.1,3.6,4,82,2,0,,0,1.00,2,5,-3,-0.82,-3.64,3.2,6.9,-3.7,-1.02,-3.85,Matches
825,Walker Zimmerman,DF,us United States,29,1993,4,279,70,77.5,3.1,3,90,3,1,9,0,1.25,2,4,-2,-0.65,-1.76,3.0,4.1,-1.1,-0.37,-1.30,Matches
826,Andrija Živković,DF,rs Serbia,25,1996,3,210,70,77.8,2.3,3,70,0,0,,0,0.33,5,6,-1,-0.43,+2.57,3.0,5.6,-2.7,-1.14,+0.79,Matches
827,Hakim Ziyech,FW,ma Morocco,29,1993,7,635,91,96.2,7.1,7,91,5,0,,0,1.57,6,5,+1,+0.14,+0.14,6.0,7.2,-1.1,-0.17,-0.72,Matches
828,Szymon Żurkowski,MF,pl Poland,24,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
829,Filip Đuričić,"MF,FW",rs Serbia,30,1992,2,14,7,5.2,0.2,0,,0,2,7,1,0.50,0,0,0,0.00,+1.05,0.1,0.3,-0.2,-1.12,+0.21,Matches
